Ciudad,Fecha,Temperatura,Precipitación,Humedad
Madrid,2020-01-01,7.749621276878759,28.567567056519334,51.53288469132424
Madrid,2020-01-02,5.059309865010242,24.983255858645702,56.94128708137886
Madrid,2020-01-03,6.256836749696409,28.855282204878552,46.71272307263392
Madrid,2020-01-04,8.824387021854367,32.66287475955822,56.63965075526222
Madrid,2020-01-05,8.123818141576926,28.85365959051939,58.220763567971375
Madrid,2020-01-06,2.4830959743281222,30.970257888473483,47.86784763128179
Madrid,2020-01-07,6.389611672099644,33.98065312409446,37.54341867134403
Madrid,2020-01-08,4.241321709133179,28.445686778783823,38.2880966456586
Madrid,2020-01-09,4.395001716993931,31.48850607011548,55.91726975151568
Madrid,2020-01-10,5.482824715647493,28.775853497126526,45.23775563685331
Madrid,2020-01-11,5.012670306529789,30.438189864210536,32.87370677317545
Madrid,2020-01-12,7.698834136759604,29.215103526094246,56.12952368183001
Madrid,2020-01-13,6.380795568440651,28.452077680690586,51.29554520546219
Madrid,2020-01-14,5.173211904959297,32.22233341540073,35.94032918857371
Madrid,2020-01-15,5.8914177689684175,34.44344677905351,61.794199812026456
Madrid,2020-01-16,5.747535190153048,32.598711188307064,58.366359871577494
Madrid,2020-01-17,8.147483046881577,34.61673921981531,51.387452512901795
Madrid,2020-01-18,4.830766421025969,28.68873187534087,37.256806322655834
Madrid,2020-01-19,5.951571856005835,26.614296395322526,35.97669467114717
Madrid,2020-01-20,3.704168938638521,34.97199124440047,46.92931513158563
Madrid,2020-01-21,0.3958494530565648,36.5791266453195,32.86084610449711
Madrid,2020-01-22,6.901053134535939,33.64102161562344,54.050802731844854
Madrid,2020-01-23,7.417166134060932,40.38292473356263,35.89176686619663
Madrid,2020-01-24,4.300904426162974,38.431170945986494,51.649127292546986
Madrid,2020-01-25,10.424118657901605,47.544308800307036,47.118685472732736
Madrid,2020-01-26,3.0776577690557043,33.384962464521905,57.117852680970444
Madrid,2020-01-27,6.18206046703512,29.641010935147367,40.62052404738512
Madrid,2020-01-28,5.822673789240579,31.179447316982138,52.73729449524724
Madrid,2020-01-29,9.371410159877538,32.29607250564455,36.051598071653565
Madrid,2020-01-30,9.355659455014946,37.74563049968746,57.95549551769407
Madrid,2020-01-31,6.84017397442828,24.81545290205075,48.85038233722506
Madrid,2020-02-01,7.402154809564492,42.437211833416,54.95850668965431
Madrid,2020-02-02,4.987988121780651,34.884902969688234,36.79474653171968
Madrid,2020-02-03,2.921840840734399,35.082545272997585,54.99084275671767
Madrid,2020-02-04,6.3095924308312235,31.153052649215986,53.06203396303709
Madrid,2020-02-05,7.442170265971289,36.209955301733665,53.63697892713363
Madrid,2020-02-06,9.716145173125987,37.0765870957077,53.12633963013986
Madrid,2020-02-07,9.78841351514604,36.627891488416886,48.06536117209652
Madrid,2020-02-08,6.73905075483428,39.15799561331986,62.41299220315991
Madrid,2020-02-09,7.041071489947554,34.737410972171205,48.441020142342964
Madrid,2020-02-10,5.68242658545714,33.42708682758145,42.60830799609171
Madrid,2020-02-11,5.075195424490788,40.86605796232962,49.41273806631062
Madrid,2020-02-12,4.640192749142342,38.83359881893465,40.494820545554695
Madrid,2020-02-13,12.093548055925572,39.539539666363645,45.36003576669156
Madrid,2020-02-14,7.313678073585518,44.05960887663536,48.22753383810601
Madrid,2020-02-15,7.59949826510143,33.85989175978532,46.2044587935414
Madrid,2020-02-16,6.11435756451715,34.90209373277655,51.993970728054855
Madrid,2020-02-17,10.320824638008318,45.66725684892367,69.45761391306327
Madrid,2020-02-18,5.685494866363053,32.1668245429027,55.70949839846121
Madrid,2020-02-19,8.63676393797229,33.23142420652562,60.72300647288091
Madrid,2020-02-20,7.4217284764547635,44.06214012538928,44.962905626317635
Madrid,2020-02-21,10.138302286690017,41.355222795810526,44.129837114948515
Madrid,2020-02-22,8.496096307458147,40.87876150894096,46.218219531070105
Madrid,2020-02-23,7.310979706250863,40.07961507203544,58.52889097268877
Madrid,2020-02-24,9.771699517199522,40.87643852578226,30.0
Madrid,2020-02-25,10.841783849001105,40.43855229806871,39.668352247086325
Madrid,2020-02-26,10.276400382330264,47.85210882301869,51.023358468342195
Madrid,2020-02-27,10.907698366572832,39.25665537431815,47.759076329370714
Madrid,2020-02-28,9.194594590874358,40.60969619852273,69.67729682143046
Madrid,2020-02-29,9.899288672084591,50.55459279361283,54.476832157426564
Madrid,2020-03-01,9.442382487524455,41.88225006530512,43.37808556469519
Madrid,2020-03-02,10.231681430356028,53.0636560819081,34.22392931460653
Madrid,2020-03-03,9.488883107105002,41.53402092239755,46.59439965062138
Madrid,2020-03-04,7.827853219995592,49.04776631492406,36.96779917321585
Madrid,2020-03-05,11.801319333345635,34.082124894814925,54.66750650418435
Madrid,2020-03-06,10.809710467523976,43.27155888165688,51.61106322241678
Madrid,2020-03-07,8.520388176026257,34.72175524456707,53.20031932092731
Madrid,2020-03-08,12.874519512365357,47.00343434954257,70.79176664795037
Madrid,2020-03-09,10.303136172801075,36.850076157289784,40.925340185797026
Madrid,2020-03-10,12.390959349777502,44.4626886121159,48.075957922040935
Madrid,2020-03-11,13.915092917712263,41.75842188706115,37.87484255511091
Madrid,2020-03-12,12.885178100382173,37.50004339709193,49.194014838498745
Madrid,2020-03-13,15.076720920093074,35.31197903330114,65.93273615950027
Madrid,2020-03-14,10.499331384818348,40.96732294407771,55.68722399120472
Madrid,2020-03-15,13.945035294980633,52.3354117895692,48.85512954410799
